firm,date,sentence,aspect,score,method,speaker,sector
HDFC Bank,2025-10-27,"Rikin, the first thing is in terms of the cost of funds, every balance sheet has got a structure, a duration and the mix of time deposit, CASA and so on.",nim,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"Rikin, the first thing is in terms of the cost of funds, every balance sheet has got a structure, a duration and the mix of time deposit, CASA and so on.",deposit_growth,2.0,keyword,management,banking
HDFC Bank,2025-10-27,These determine how the cost of funds move.,cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,These determine how the cost of funds move.,nim,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"I think in some other question, maybe 10 minutes ago, we did talk about the space, which is there in the cost of funds and the time that it takes to factor that in.",cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"I think in some other question, maybe 10 minutes ago, we did talk about the space, which is there in the cost of funds and the time that it takes to factor that in.",nim,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"And we are focused on getting the core business of franchise of deposits growth and thereby the customer relationship, and it will play out - the cost of funds.",cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"And we are focused on getting the core business of franchise of deposits growth and thereby the customer relationship, and it will play out - the cost of funds.",nim,1.0,keyword,management,banking
HDFC Bank,2025-10-27,The second aspect that you talked about is the provision.,credit_cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"I think, that also to Mahrukh or somebody I had mentioned that we did add, if you look at the provisions on Page #19 of the deck, that is there, you will see that the right-side block, where you see the contingent provision of almost about Rs.1,600 crores, which is added there.",credit_cost,2.0,keyword,management,banking
HDFC Bank,2025-10-27,We also have added general provisions of about Rs.600 crores.,credit_cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,That general provision is because we have a loan growth that we need to support and various other things.,loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,That general provision is because we have a loan growth that we need to support and various other things.,credit_cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"And so effectively, the general provisions is about 41 basis points of loans coming up Classification - Public Classification - Public from about 40 basis points.",credit_cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"And similarly, the contingent provision is also up by a basis point or two.",credit_cost,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"So, I have a couple of questions on some of the individual loan segments.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"You are growing 5%, 6% QoQ for several quarters over there, is that still lucrative from a return and margin perspective?",margin,1.0,keyword,analyst,banking
HDFC Bank,2025-10-27,"We have always had an approach where we will not go down our credit standards for underwriting, whatever would be the cycle, that would be present.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"We have seen a steady growth come through because there has been an uptick in the credit offtake in unsecured loans, and we have appropriately participated out over there.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"As it unfolds and as Sashi alluded to, we see a positive traction continuing in the economic environment and we will certainly participate in our target market and ensure we capture our rightful share out over there without having to dilute any credit standards.",guidance,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"As it unfolds and as Sashi alluded to, we see a positive traction continuing in the economic environment and we will certainly participate in our target market and ensure we capture our rightful share out over there without having to dilute any credit standards.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"If I move to the mortgage piece out over there, on the volume rate of growth, last year, if you step back, we did a lot of corrections that needed to be carried out in terms of process, target market, the kind of yields that we wanted to participate in.",guidance,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"If I move to the mortgage piece out over there, on the volume rate of growth, last year, if you step back, we did a lot of corrections that needed to be carried out in terms of process, target market, the kind of yields that we wanted to participate in.",demand,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"So, that is our outlook with regard to the mortgage business.",guidance,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"But yields on gold loan book have been, I would say, pretty rich given that it is a fully collateralized exposure.",loan_growth,2.0,keyword,management,banking
HDFC Bank,2025-10-27,"Secondly, in terms of various credit lines, we are again circumspect on increasing credit lines for revolvers.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"Yes, I did mention to Mahrukh and to another person that the 10 basis points upgrade is part of that.",recoveries,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"There is actual credit demand, which one is seeing in that segment.",demand,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"There is actual credit demand, which one is seeing in that segment.",loan_growth,1.0,keyword,management,banking
HDFC Bank,2025-10-27,"So, we continue to mine that space within our parameters going forward.",guidance,1.0,keyword,management,banking
HDFC Bank,2025-07-25,The global situation remains pretty volatile with a weakening growth outlook amid tariff-related and geopolitical uncertainties.,guidance,2.0,keyword,management,banking
HDFC Bank,2025-07-25,"For this fiscal, we expect GDP growth to sustain, supported by pickup in improved performance of domestic factors.",guidance,1.0,keyword,management,banking
HDFC Bank,2025-07-25,"Normal monsoons, income tax cuts, which you saw in the last budget, benign food inflation, as you have been recently seeing the prints on inflation, augur very well for domestic demand, especially during the festive season.",revenue,1.0,keyword,management,banking
HDFC Bank,2025-07-25,"Normal monsoons, income tax cuts, which you saw in the last budget, benign food inflation, as you have been recently seeing the prints on inflation, augur very well for domestic demand, especially during the festive season.",demand,1.0,keyword,management,banking
HDFC Bank,2025-07-25,"Normal monsoons, income tax cuts, which you saw in the last budget, benign food inflation, as you have been recently seeing the prints on inflation, augur very well for domestic demand, especially during the festive season.",cost,1.0,keyword,management,banking
HDFC Bank,2025-07-25,"However, we slowed down our average advances or AUM assets under management growth to about 7% last year in alignment with our strategic objectives to bring down the CD / credit deposit ratio from 110% at the time of merger to about 95% as we speak today.",loan_growth,1.0,keyword,management,banking
